name,flexability,prom_len,pugh,basal,opn_score,numTFs_bind,dependence
SED4,1.814201513,647.0,03_TFO,5.713661344461653,-0.4967081801525168,0,tail_independent
ATG15,2.725824219,647.0,03_TFO,1.2133501130252369,-0.2354413764813152,0,tail_independent
CPR4,2.141629401,700.0,03_TFO,5.590711480514671,-0.4673208782672349,0,tail_independent
IMG2,2.173060772,121.0,03_TFO,5.213350113025237,0.2357721435200721,0,tail_independent
RSA4,3.960597147,138.0,03_TFO,5.590711480514671,0.0796533486558379,0,tail_independent
SSK22,4.04333977,297.0,03_TFO,4.742014232273463,-0.2286209517987902,0,tail_independent
ERS1,3.269786859,136.0,03_TFO,5.7795487758673385,-0.8220948118513896,0,tail_independent
FUB1,2.047198083,40.0,04_UNB,4.881661539169721,-1.7943565334376217,0,no_call
PAT1,1.40826865,148.0,04_UNB,5.030413594854967,-1.257541256031197,0,tail_independent
PTC6,1.400543628,148.0,04_UNB,3.224613957646591,-1.0784795266429548,0,tail_independent
SRB8,7.908470111,26.0,04_UNB,0.0,-1.8797694344169005,1,tail_independent
AHC2,5.629501381,8.0,03_TFO,7.47471267480692,-0.7171042344166914,2,tail_independent
TRX3,3.338218064,167.0,04_UNB,5.668473228083816,-0.5762103737981246,0,tail_independent
TUP1,3.920666339,665.0,03_TFO,5.748274938601008,-0.70865927475033,1,tail_independent
YCR085W,5.212828658,,03_TFO,0.0,,0,not_checked
CSM1,6.077133905,665.0,04_UNB,4.339756988120395,-0.4661132513771449,1,tail_independent
YCR087W,4.671331016,,,0.0,,0,not_checked
ABP1,1.997134449,523.0,03_TFO,7.243902819655831,-1.8408833213810285,0,tail_independent
FIG2,8.507730571,170.0,03_TFO,4.650066854862732,-0.3023469348061587,2,tail_independent
YCR090C,1.992747158,700.0,04_UNB,6.445129736796779,-1.197509869645784,0,tail_independent
KIN82,3.169268346,700.0,03_TFO,1.2244993320161337,-0.3270305045301578,0,tail_independent
MSH3,2.900899292,189.0,03_TFO,3.3704447388608854,-0.696368801262131,0,tail_independent
CDC39,1.480838449,189.0,03_TFO,6.535045364270757,-1.6574792273850996,0,tail_independent
CDC50,1.766107752,184.0,03_TFO,5.315315531324901,-1.1262158945831162,1,tail_independent
OCA4,1.884585547,182.0,03_TFO,4.351091265076945,-0.1897978996503706,3,tail_independent
HMRA2,2.330545816,,04_UNB,5.359229847123927,,0,not_checked
GIT1,10.56316316,700.0,02_STM,0.0,-0.8127794316231789,4,no_call
YCR099C,4.47541073,3.0,04_UNB,2.20371457298392,-0.5446995399254053,1,tail_independent
EMA35,4.224575757,700.0,05_NoPIC,0.0,-0.5916085460666816,1,not_checked
YCR101C,3.54180299,,04_UNB,0.0,,0,tail_independent
YCR102C,6.729122133,700.0,04_UNB,2.433412773285484,0.8182546034757889,3,tail_dependent
PAU3,2.48473256,,04_UNB,1.4266836479140663,,0,no_call
ADH7,5.267522311,,03_TFO,1.543736343019341,,0,no_call
RDS1,2.290837265,8.0,03_TFO,1.5047182645481272,-0.7952138742982449,0,tail_independent
AAD3,2.742498861,700.0,03_TFO,4.377384453250448,-1.0236132061535468,1,tail_independent
RMD1,1.328235319,258.0,04_UNB,4.618752072262764,-0.712468887202502,0,tail_independent
NHP10,1.730428893,258.0,04_UNB,5.840285572406392,-0.40950086117327,0,tail_independent
MCD1,5.51465462,700.0,04_UNB,5.459707754697755,0.3888923631970478,2,tail_dependent
ATP16,4.451477674,641.0,03_TFO,7.028143008400465,0.7744503809384611,0,tail_independent
MED2,6.76603685,641.0,03_TFO,6.433952697645084,0.1949912898181995,0,tail_independent
PTC1,1.423942434,149.0,04_UNB,5.866679585706349,0.0560825005254885,2,tail_independent
RPT2,2.70141004,700.0,06_tRNAprox,7.3048243022231985,-0.1599321839092811,0,tail_independent
APC11,2.201574831,167.0,04_UNB,4.995108524606068,-1.873589994436192,0,tail_independent
YDL009C,,,04_UNB,1.1565611877149735,,0,not_checked
GRX6,2.261835127,700.0,02_STM,5.879884793779632,0.1116770841659828,0,tail_independent
YDL011C,4.380706561,,,0.0,,0,not_checked
YDL012C,2.99235772,700.0,02_STM,7.213206022432914,-0.41743648807903,0,tail_independent
SLX5,1.28603817,409.0,03_TFO,4.702972186206804,-0.3868166651227884,1,tail_independent
NOP1,4.268361507,241.0,03_TFO,9.156655435832995,-0.3023796863583277,0,tail_independent
TSC13,1.33420764,241.0,03_TFO,7.58768450156398,-0.9623281789033956,0,tail_independent
YDL016C,3.926953052,,,0.0,,0,not_checked
CDC7,2.743098739,616.0,03_TFO,3.825183815290636,-0.4748344714550709,0,tail_independent
ERP3,2.834547606,616.0,03_TFO,5.205472526735987,-0.9796006340603558,0,tail_independent
OSH2,3.152948224,700.0,02_STM,5.20515798268922,-0.4433521383843049,2,tail_independent
RPN4,7.458015163,628.0,02_STM,5.854425353368918,-1.1335360126299223,4,tail_independent
GPM2,4.364896821,700.0,05_NoPIC,2.543736343019341,-0.7488665581051794,2,no_call
GPD1,4.534629996,700.0,02_STM,5.915722341010848,0.9987382103484714,6,tail_dependent
YDL023C,3.55574928,,,0.0,,0,not_checked
DIA3,4.034678599,700.0,05_NoPIC,0.9346593102158592,-0.8307015558434445,0,no_call
RTK1,2.348907245,700.0,03_TFO,4.554170071863204,-0.4613325578199605,1,tail_independent
YDL026W,4.593324611,,,0.0,,0,not_checked
MRX9,3.030329027,234.0,04_UNB,5.072610864201541,-0.6855620171387882,1,tail_independent
MPS1,2.640959327,118.0,03_TFO,4.425248073127549,-0.1716140802143462,2,tail_independent
ARP2,1.259930365,100.0,03_TFO,7.172346913669588,-0.7587708661733297,2,tail_independent
PRP9,1.531422589,191.0,04_UNB,4.692372833748248,-0.5479192805222706,0,tail_independent
DBP10,2.695101743,214.0,04_UNB,7.033395494414237,-1.1197119949351595,0,tail_independent
YDL032W,4.310084072,,,0.0,,0,not_checked
SLM3,1.986997975,214.0,04_UNB,2.848450272564328,-0.1190086804485073,0,tail_independent
YDL034W,5.476826768,,,0.9933874364375396,,0,not_checked
GPR1,2.53701294,65.0,04_UNB,5.351809146872936,-0.7007079974623993,0,tail_independent
PUS9,1.732742094,131.0,04_UNB,4.602791393954188,-1.0780775227357386,0,tail_independent
BSC1,6.23295832,,04_UNB,0.0,,0,tail_dependent
PRM7,6.98924254,,04_UNB,3.697331176296326,,0,tail_independent
NAT1,1.74494406,700.0,04_UNB,7.291393768413056,-0.2372621957268732,0,tail_independent
YDL041W,6.448195572,700.0,,0.0,-0.330636765668391,0,not_checked
SIR2,6.921647592,272.0,04_UNB,4.8052916130670535,-0.5745375701364992,0,tail_independent
PRP11,2.804860131,125.0,04_UNB,4.79025112939344,-0.2635375509610531,1,tail_independent
MTF2,1.341413852,57.0,04_UNB,3.9112365554869553,-0.6239208291149758,0,tail_independent
FAD1,1.164641755,166.0,04_UNB,4.921567780739766,0.4011138749427427,0,tail_independent
NPC2,2.144325988,233.0,04_UNB,7.0980733622949,-0.1423752748374056,1,tail_independent
SIT4,1.913439223,700.0,02_STM,6.876098166750567,0.5540322028875417,37,tail_independent
STP4,9.404815197,700.0,04_UNB,4.570733952317639,0.5876984446925393,35,no_call
KNH1,6.541206793,647.0,02_STM,4.934997005456077,1.072856930150122,11,no_call
YDL050C,2.867362406,,,2.702972186206804,,0,not_checked
LHP1,2.803577095,310.0,03_TFO,8.622914870578485,-0.2872202352463295,0,tail_independent
SLC1,1.58711519,310.0,03_TFO,6.255608091687575,-0.0427517911554087,0,tail_independent
PBP4,2.00988839,163.0,04_UNB,5.8897868029443545,0.4613276874437604,1,tail_independent
MCH1,6.057425635,138.0,04_UNB,3.805291613067054,-0.5508173869704915,7,tail_independent
PSA1,4.514531572,700.0,02_STM,10.503822316130163,0.7529336305717287,4,tail_dependent
MBP1,3.326916581,283.0,04_UNB,6.116780292182259,-0.644977268597656,0,tail_independent
YDL057W,5.059215011,270.0,04_UNB,3.535278207912599,-0.348724581349269,0,no_call
USO1,1.265038165,524.0,04_UNB,5.696980043789681,-1.4107410369857254,2,tail_independent
RAD59,5.260213031,524.0,03_TFO,4.650535770264604,-0.8622101742974824,2,tail_independent
TSR1,3.774135517,700.0,02_STM,7.291393768413056,1.5106290085204988,0,tail_independent
RPS29B,3.093444147,700.0,01_RP,10.66869699354934,-0.8666308758577861,0,tail_independent
YDL062W,4.538516036,,,3.117076224606943,,0,not_checked
SYO1,4.535719947,240.0,03_TFO,5.972858259809125,-0.2896654739933249,1,tail_independent
UBC9,3.003669775,162.0,04_UNB,6.722866268403464,-0.8502652074624191,0,tail_independent
PEX19,1.488987579,162.0,04_UNB,7.285234875943207,-0.8989067770047265,0,tail_independent
IDP1,4.335756609,372.0,03_TFO,6.359229847123927,-0.7355382366543344,3,tail_independent
COX9,3.244783895,4.0,04_UNB,6.809576458367747,-1.170511388000203,1,tail_independent
YDL068W,3.458093427,,,2.452344861778465,,0,not_checked
CBS1,3.083671973,32.0,03_TFO,3.2964299002480315,-0.0655590854682923,0,tail_independent
BDF2,6.019696112,491.0,02_STM,6.8515797985837255,-2.909981241510284,4,tail_independent
YDL071C,3.930390961,372.0,,0.0,-1.2088270713981677,3,not_checked
YET3,2.663829722,491.0,02_STM,7.517903744458605,-1.5555998610747874,4,tail_independent
AHK1,1.701381873,212.0,03_TFO,5.433230428567703,-0.2587292815740056,1,tail_independent
BRE1,1.127471451,212.0,03_TFO,6.5751112047307245,-1.2039884252308966,1,tail_independent
RPL31A,1.955988501,496.0,01_RP,11.797371054721284,-0.2987769476639377,2,tail_independent
RXT3,1.207186528,496.0,02_STM,5.556888642351498,0.4746670267051529,2,tail_independent
VAM6,1.870137431,165.0,04_UNB,4.2581429304398615,-0.899753114034203,0,tail_independent
MDH3,2.076865766,418.0,04_UNB,7.380879958300942,-0.9471945195347872,4,tail_independent
MRK1,6.345385608,431.0,05_NoPIC,1.7650720040137649,-0.4387866348061298,32,no_call
THI3,6.776794072,117.0,04_UNB,4.109260539221266,0.3714638479323326,0,tail_independent
RPP1A,2.990263026,287.0,01_RP,11.262212118742568,-1.1627006696430584,1,tail_independent
RPL13A,2.720288014,585.0,01_RP,10.493331779698762,0.7804918738476925,4,tail_independent
RPS16B,2.330535344,585.0,01_RP,11.251502544827868,-0.8887281107517611,4,tail_independent
SUB2,2.459971012,4.0,03_TFO,8.84167305404789,-0.3482574162593437,0,tail_independent
NDE2,4.245682658,425.0,03_TFO,0.0,-0.7676341117714465,2,no_call
YDL086W,3.845918419,14.0,03_TFO,8.010944556114687,-1.13751018356127,0,tail_independent
LUC7,4.128041137,382.0,03_TFO,2.939335537778954,-1.6065668219432796,2,tail_independent
ASM4,1.134842196,700.0,04_UNB,5.272024147010874,0.0451581809277934,0,tail_independent
NUR1,4.452733432,190.0,02_STM,5.187753894675344,-0.7463922319361851,3,tail_independent
RAM1,3.161938847,190.0,02_STM,5.262608262037488,-0.2260706835816766,3,tail_independent
UBX3,1.159277806,56.0,04_UNB,4.07818369090006,-0.4262630882574543,0,tail_independent
SRP14,2.134666645,350.0,04_UNB,6.858769135592819,-0.957494824536453,0,tail_independent
PMT5,2.937647684,254.0,04_UNB,5.815955888853003,-1.181086138362038,0,tail_independent
YDL094C,4.591824525,,,2.147796562476344,,0,not_checked
PMT1,2.18983374,289.0,02_STM,7.183803236320784,0.2174066929286713,1,tail_independent
OPI6,3.074827772,,,0.0,,0,not_checked
RPN6,2.502985049,289.0,02_STM,7.63965097651163,-0.8351547211772345,1,tail_independent
SNU23,1.681362034,120.0,04_UNB,4.540725290547485,0.6123957887795148,0,tail_independent
BUG1,1.378586741,155.0,04_UNB,5.702972186206804,-0.6540673856638408,0,tail_independent
GET3,2.381924475,155.0,04_UNB,8.464928286980301,-1.1454535267535304,0,tail_independent
DUN1,3.735513369,159.0,03_TFO,4.580348933195589,-0.2510761138966302,1,tail_independent
POL3,1.954383723,143.0,04_UNB,5.197609167381896,-1.493411318851131,0,tail_independent
QRI1,1.891506979,143.0,04_UNB,5.696980043789681,-0.7989909967112006,0,tail_independent
QRI7,1.909317813,160.0,04_UNB,7.959171721099627,-1.013106807949672,0,tail_independent
NSE4,3.009823946,392.0,04_UNB,6.738338757326875,-1.7184289223486378,2,tail_independent
PHO2,6.619615533,392.0,03_TFO,4.081653120029211,-0.6630210403561678,2,tail_independent
MSS2,1.934275164,111.0,04_UNB,3.7747704867370815,-0.5302260717671672,0,tail_independent
KIN28,1.652079848,166.0,04_UNB,4.536840032940549,-0.7460402781501987,0,tail_independent
YDL109C,2.374925696,166.0,04_UNB,0.0,-0.2754162319437485,0,tail_independent
TMA17,2.937494639,8.0,04_UNB,5.428934713488351,-0.516103748941835,0,tail_independent
RRP42,1.896944616,154.0,03_TFO,5.8994642814623,-0.7440560597918013,0,tail_independent
TRM3,1.956028967,231.0,04_UNB,6.806848308370196,-0.4089765002446635,0,tail_independent
ATG20,1.734744872,231.0,04_UNB,3.915722341010848,-0.6223186098355971,0,tail_independent
YDL114W,5.353804465,,03_TFO,0.0,,0,no_call
IWR1,1.629330415,700.0,04_UNB,3.587384412948432,-0.9516745666863128,0,tail_independent
NUP84,1.091341185,149.0,03_TFO,5.445451094133811,0.1922084301676685,0,tail_independent
CYK3,3.344427559,619.0,04_UNB,5.433230428567703,-0.4519565513401735,0,tail_independent
YDL118W,4.579576784,,,0.0,,0,not_checked
HEM25,2.057018935,619.0,04_UNB,4.478489282602336,-0.6304802090594546,0,tail_independent
YFH1,1.531082382,246.0,04_UNB,6.713661344461653,-0.16071549826421,1,tail_independent
EXP1,2.253030437,246.0,04_UNB,7.01837527400664,-0.6762309684239458,1,tail_independent
UBP1,1.89844848,12.0,03_TFO,7.127219707954416,-0.7752797778909875,0,tail_independent
SNA4,2.32240045,117.0,04_UNB,4.319191790403855,-1.0208292718698146,0,tail_independent
YDL124W,5.037129596,434.0,02_STM,7.037819778592521,-0.509223824721027,24,tail_dependent
HNT1,2.146661461,434.0,02_STM,8.688873389973757,0.9274743509051442,24,tail_independent
CDC48,3.521846725,188.0,02_STM,8.489794217293037,-1.2031271514261448,1,tail_independent
PCL2,3.642498136,700.0,02_STM,4.26466345466822,-0.1207480612368003,10,tail_independent
VCX1,2.095458154,433.0,04_UNB,6.259009712046039,-0.7391095920200605,4,tail_independent
YDL129W,4.483403485,291.0,02_STM,1.2133501130252369,0.603930403793469,2,tail_independent
RPP1B,2.989370447,296.0,01_RP,11.31593471833974,-0.2185496969543692,1,tail_independent
LYS21,3.322995826,572.0,02_STM,7.404488701158559,0.5308105339185598,4,tail_independent
CDC53,1.400993141,162.0,03_TFO,7.412168926804161,-0.921272180308434,1,tail_independent
SRF1,,473.0,02_STM,4.374486929465975,1.0726600447763648,1,tail_independent
PPH21,1.303724585,257.0,02_STM,7.01430092863561,0.5865583773092169,2,tail_independent
RDI1,2.080717465,247.0,03_TFO,6.895572851055153,0.0981117107319589,0,tail_independent
RPL35B,2.981749765,363.0,01_RP,10.3875943320747,0.0487988330174982,2,tail_independent
ARF2,2.837517773,270.0,02_STM,8.971828887546653,0.380416887928793,4,tail_independent
RGT2,2.449983319,700.0,03_TFO,4.596608649356378,1.225366953204902,2,tail_independent
SCM3,2.133421297,700.0,04_UNB,3.811742051821433,-1.8045318781169133,0,tail_independent
RPO21,1.542820674,94.0,03_TFO,7.797503626067172,-0.7517721662716434,1,tail_independent
BPL1,1.63123611,168.0,04_UNB,6.040349465972878,-0.3589632904967956,0,tail_independent
CRD1,1.433630496,168.0,04_UNB,4.5809378069334015,-0.9566367186146784,0,tail_independent
CCT4,1.876096203,212.0,03_TFO,8.42315131504321,-0.9269215343942704,1,tail_independent
YDL144C,1.718476155,212.0,03_TFO,5.9790534295743125,-0.2478830909876483,1,no_call
COP1,1.127236766,139.0,03_TFO,7.719131402473367,0.2408920736625353,0,tail_independent
LDB17,2.231392704,156.0,04_UNB,4.054388301822315,-0.6848705630788423,0,tail_independent
RPN5,2.190462852,263.0,02_STM,7.3735146354993955,-0.2724870759980051,1,tail_independent
NOP14,3.781756322,263.0,02_STM,7.344194954998153,-0.6800626635072282,1,tail_independent
ATG9,3.194256101,190.0,04_UNB,4.336240313755529,-0.0521229331131909,0,tail_independent
RPC53,4.219902966,203.0,04_UNB,7.075998844048581,-0.7530027783054001,0,tail_independent
BUD30,4.110736024,,,0.0,,0,not_checked
YDL152W,5.336782591,,,0.0,,0,not_checked
SAS10,3.86417911,203.0,04_UNB,6.144734982509033,-0.4535190125619905,0,tail_independent
MSH5,2.048199561,700.0,03_TFO,3.128698843740497,-0.4546246509812235,0,no_call
CLB3,1.801398967,700.0,03_TFO,4.622269863220778,-0.606270489033605,0,tail_independent
CMR1,2.553036363,201.0,04_UNB,2.702972186206804,-0.4392759177117016,0,tail_independent
YDL157C,2.680083138,201.0,04_UNB,6.084383955261192,-1.0945674643012673,0,tail_independent
YDL158C,2.665120677,201.0,,6.924529003921249,-1.0945674643012673,0,not_checked
STE7,1.757370737,221.0,03_TFO,4.697331176296326,-0.7429559482205939,0,tail_independent
DHH1,2.208781258,221.0,03_TFO,4.290718440237296,-0.6957085642399035,0,tail_independent
ENT1,1.531627688,396.0,03_TFO,5.748611742801429,-0.2385966174128935,1,tail_independent
YDL162C,7.54137057,,,0.0,,0,not_checked
YDL163W,5.267788683,,,0.0,,0,not_checked
CDC9,2.720749335,396.0,04_UNB,5.507305061893741,-0.5834861112039729,1,tail_independent
CDC36,1.318544038,145.0,04_UNB,5.689016461227324,-1.1768208391476236,2,tail_independent
FAP7,2.111304769,145.0,04_UNB,6.74803508920773,-1.434858769801556,2,tail_independent
NRP1,3.714710589,164.0,04_UNB,5.661685083007757,-0.1647582012246866,0,tail_independent
SFA1,1.901195319,700.0,02_STM,6.497389226806546,0.6515339535309659,0,tail_independent
UGX2,3.053667475,700.0,05_NoPIC,1.6187520722627633,-0.5254626911526881,0,no_call
UGA3,9.378352261,366.0,02_STM,3.6043428906641,0.4683380358593458,4,tail_independent
GLT1,4.793184927,366.0,02_STM,5.63692497828997,0.7258402236417538,4,tail_independent
YDL172C,3.946944603,,,0.0,,0,not_checked
PAR32,3.925937437,524.0,03_TFO,5.304824302223199,-1.0496318311112782,2,tail_independent
DLD1,3.109749436,524.0,03_TFO,5.688844134150507,-0.9042560680702572,2,tail_independent
AIR2,1.552416074,200.0,03_TFO,4.272024147010874,-0.3887831429494373,0,tail_independent
YDL176W,1.682231133,175.0,04_UNB,4.294443729048334,-0.7604060185475081,0,tail_independent
YDL177C,1.885155466,175.0,04_UNB,5.01077222903787,-0.6413283379220616,0,tail_independent
DLD2,1.613202558,140.0,04_UNB,5.828205437891713,-0.4991515272376414,0,tail_independent
PCL9,4.410715647,594.0,03_TFO,4.307881891201625,0.4579121107707831,2,tail_dependent
YDL180W,2.063994264,219.0,02_STM,4.5867872207189775,0.6162628896349984,0,tail_independent
INH1,4.501793756,282.0,02_STM,5.000345073173858,0.9930112113551166,5,tail_independent
LYS20,6.058912123,700.0,02_STM,7.237965048502231,1.3367014170291984,27,tail_independent
YDL183C,4.123012666,700.0,04_UNB,3.350034504734921,1.7684666241731497,27,tail_independent
RPL41A,4.73980025,309.0,01_RP,13.339566503200093,0.0539614751826063,0,tail_independent
VMA1,2.217793668,217.0,03_TFO,8.85096286010426,-0.6920363033642989,0,tail_independent
YDL186W,4.681048949,,03_TFO,4.112017543068525,,0,no_call
YDL187C,6.376367452,217.0,,2.264859125831616,-0.5317034180023343,0,not_checked
PPH22,1.388463166,182.0,03_TFO,5.548878610493734,-1.0625752983915475,0,tail_independent
RBS1,1.114019641,202.0,03_TFO,6.74803508920773,-0.8835238856977297,1,tail_independent
UFD2,1.170890648,202.0,03_TFO,6.548116657875198,-0.3126590866700036,1,tail_independent
RPL35A,3.404748678,676.0,01_RP,11.412569998143828,-0.37120271048106,0,tail_independent
ARF1,1.766148859,287.0,04_UNB,9.964968539424746,0.0292168319214027,1,tail_independent
NUS1,1.942681167,308.0,03_TFO,5.697223817195698,-1.891209522157692,3,tail_independent
SNF3,4.23736369,212.0,04_UNB,2.765072004013765,-0.6859930063947379,0,tail_independent
SEC31,2.061505933,581.0,02_STM,7.353337418101903,-0.0828632569518879,0,tail_independent
YDL196W,3.711798008,,,0.0,,0,not_checked
ASF2,2.265884479,581.0,02_STM,4.788767461801528,-0.2120122487157187,0,tail_independent
GGC1,6.994412133,193.0,04_UNB,6.301382716023245,0.9493697496369125,0,tail_independent
YDL199C,3.440926785,125.0,04_UNB,2.118009685485648,-0.1742210659066252,1,tail_independent
MGT1,2.152965016,113.0,04_UNB,4.653288519622004,-0.2724704784276559,2,tail_independent
TRM8,3.723247348,154.0,04_UNB,6.478489282602336,-0.6998147406284252,0,tail_independent
MRPL11,1.853291078,274.0,03_TFO,5.039780551832886,-0.4932043126721641,1,tail_independent
ACK1,1.249750596,274.0,03_TFO,4.5997768745868965,-0.559906336997015,1,tail_independent
RTN2,7.128438314,197.0,03_TFO,2.088217928997549,-0.5112059446312882,1,tail_independent
HEM3,3.310158673,197.0,03_TFO,6.6224111304497,-0.738156050437385,1,tail_independent
YDL206W,3.272386961,92.0,04_UNB,5.717353314544744,-0.3795577438574407,1,tail_independent
GLE1,1.185477385,101.0,03_TFO,5.01077222903787,-1.335378164288291,0,tail_independent
NHP2,3.258521927,224.0,03_TFO,9.458181324560996,-1.3031275853959636,1,tail_independent
CWC2,1.526997217,224.0,03_TFO,4.639350802543471,-0.152770052744799,1,tail_independent
UGA4,12.59710445,700.0,05_NoPIC,1.7592680365566626,-1.112974601361726,2,no_call
YDL211C,2.704014915,700.0,04_UNB,3.991832502282124,0.016945581630213,0,tail_independent
SHR3,1.447467715,429.0,04_UNB,7.991158158378388,-0.7741605207663422,1,tail_independent
NOP6,3.235353175,429.0,04_UNB,7.376316396709678,-1.1373050432456528,1,tail_independent
PRR2,6.407411827,504.0,02_STM,1.1038816334293513,-0.3360958477210829,15,no_call
GDH2,12.56248983,227.0,02_STM,3.7747704867370815,0.4035007756291726,8,not_checked
RRI1,4.388877519,234.0,04_UNB,2.995975306212245,-1.539729935235301,0,tail_independent
TIM22,1.59786962,103.0,04_UNB,4.466839366914165,-0.0163329545473231,0,tail_independent
YDL218W,7.528468119,106.0,05_NoPIC,0.5368400329405492,-0.2891384934629464,1,no_call
DTD1,2.30521511,171.0,04_UNB,5.8094618327372896,-0.841610491096997,0,tail_independent
CDC13,3.039920523,171.0,04_UNB,3.7100407848168326,-0.6331196900133378,0,tail_independent
YDL221W,4.145613226,,,0.0,,0,not_checked
FMP45,6.263288831,64.0,02_STM,2.543736343019341,0.2503039813104308,0,no_call
HBT1,6.68173058,72.0,05_NoPIC,0.0,-0.6944304119015268,0,not_checked
WHI4,1.587819033,438.0,03_TFO,4.7327590631975,0.3495540168668221,1,tail_independent
SHS1,1.856467395,208.0,03_TFO,5.540305233100058,-0.6836448052503563,1,tail_independent
GCS1,1.514341684,208.0,03_TFO,7.203589634057083,-0.5126416073694378,1,tail_independent
HO,8.165390422,,02_STM,6.169865519242252,,0,tail_dependent
YDL228C,4.114966413,,,1.840285572406393,,0,not_checked
SSB1,3.544379655,292.0,03_TFO,11.399330927303533,-0.7534141523087774,2,tail_independent
PTP1,2.296781886,310.0,03_TFO,4.4876483634803845,-0.4939124020454839,1,tail_independent
BRE4,3.25124655,310.0,03_TFO,5.011069495041523,-0.2435086747333326,1,tail_independent
OST4,4.958253861,128.0,03_TFO,7.667811774445928,-0.3063498871279382,0,tail_independent
MFG1,3.891749681,155.0,04_UNB,4.881392400969188,-0.7735346710615696,1,tail_independent
GYP7,4.335766583,155.0,04_UNB,3.692372833748248,-1.066618982018678,1,tail_independent
YPD1,2.871200492,145.0,04_UNB,6.998500711016892,-0.089673113109403,0,tail_independent
PHO13,3.295064268,299.0,04_UNB,7.110944390570093,-0.8919767499025015,0,tail_independent
AIM6,1.656514802,146.0,04_UNB,6.439117989138922,-0.8651648574793445,2,tail_independent
GUD1,4.271475391,146.0,04_UNB,0.0245547018181857,-0.6638703123092196,2,tail_independent
ADY3,4.254040932,700.0,03_TFO,1.8604885934126547,-0.1125219951889153,0,not_checked
LRG1,2.139068308,700.0,04_UNB,4.655805194621932,-0.1991433895658563,0,tail_independent
YDL241W,7.870676489,700.0,04_UNB,4.90483171657188,-0.8457088579582992,1,tail_independent
YDL242W,5.129275591,,05_NoPIC,0.0,,0,not_checked
AAD4,6.679612029,700.0,05_NoPIC,2.433412773285484,-0.5989851516323084,0,not_checked
THI13,4.039509768,,08_Hyper-variable,0.1265048988057191,,0,no_call
HXT15,8.218281925,,02_STM,0.0,,0,no_call
SOR2,7.237389069,,02_STM,2.950096052123511,,0,no_call
MPH2,3.876078288,,08_Hyper-variable,0.0,,0,no_call
COS7,4.437076576,700.0,03_TFO,4.268783385627309,-0.2306730990455028,1,tail_independent
NTH1,2.411529227,288.0,03_TFO,6.597606051451044,0.0212266243628942,1,tail_independent
YRB1,3.501466883,288.0,03_TFO,9.12185438322139,-0.5794344721816413,1,tail_independent
RCR2,3.457619705,243.0,02_STM,2.41745941150612,-0.6117843699270162,6,tail_independent
RAD57,3.276731905,157.0,04_UNB,3.9022770280829513,-0.8182449861386818,0,tail_independent
MAF1,3.245153166,223.0,03_TFO,4.344230537277819,-0.1841016965096766,1,tail_independent
SOK1,2.049061579,438.0,02_STM,4.693827154578631,-0.7914255014872777,2,tail_independent
TRP1,2.335860479,438.0,02_STM,5.902093375283512,-0.1520057508290193,2,no_call
YDR008C,4.50152713,,,1.4068700015609674,,0,not_checked
GAL3,5.703801648,700.0,07_ChExMix_extreme,1.5368400329405492,-0.1207047369440061,1,not_checked
YDR010C,5.103279212,,,0.0,,0,not_checked
SNQ2,4.832283597,521.0,02_STM,6.9897716103576215,0.6296929762286894,8,tail_dependent
RPL4B,2.148292596,700.0,01_RP,9.77255503351522,-1.0798932005933397,0,tail_independent
PSF1,2.432476141,123.0,04_UNB,4.86618983584381,0.1041363244973503,0,tail_independent
RAD61,2.097721979,121.0,04_UNB,1.4940277939656417,-0.9085434100295124,0,tail_independent
YDR015C,5.248177763,,,0.0,,0,not_checked
DAD1,3.421503369,151.0,03_TFO,5.850813486585287,-0.7071813858366625,3,tail_independent
KCS1,3.342786702,154.0,03_TFO,5.61830040928292,-0.1541353776769796,0,tail_independent
YDR018C,6.810536416,111.0,04_UNB,0.0,-0.0289877128026274,0,no_call
GCV1,3.718968147,700.0,04_UNB,4.849821626552772,-0.2303406343977556,1,tail_dependent
DAS2,2.408033624,152.0,04_UNB,5.319191790403855,-0.6318246911505474,0,tail_independent
FAL1,4.918528082,152.0,04_UNB,4.913789831166329,-1.2665021774859992,0,tail_independent
ATG31,6.09111009,700.0,06_tRNAprox,3.113847892419081,-0.5134574899867026,0,tail_independent
SES1,1.653123571,700.0,04_UNB,9.349064354113112,-0.6581505812907809,0,tail_independent
FYV1,6.363528017,2.0,,2.4068700015609674,-0.6128108847237277,1,not_checked
RPS11A,2.370594063,472.0,01_RP,11.091442911505544,0.397988464183717,3,tail_independent
NSI1,1.633798075,153.0,04_UNB,5.435775987306443,0.313548126343985,0,tail_independent
VPS54,2.704561256,112.0,03_TFO,5.033395494414237,-0.4726004584094552,3,tail_independent
REG1,2.428757134,222.0,03_TFO,6.702972186206804,-0.9549707929631994,2,tail_independent
YDR029W,3.975781795,,05_NoPIC,1.2133501130252369,,0,not_checked
RAD28,2.959683908,192.0,04_UNB,3.0683260189008474,0.1304802770157431,0,tail_independent
MIX14,2.755504483,192.0,04_UNB,4.426683647914066,-1.2801132051714088,0,tail_independent
PST2,3.449955428,700.0,03_TFO,7.622744056517149,0.9283858303997148,0,tail_independent
MRH1,6.739691752,700.0,02_STM,10.129098055548017,-0.4048863199208137,14,tail_dependent
