,chr_loc,start,stop,name,prom_lengths
1503,5.0,82762.0,81252.0,RAD23,204.0
1504,5.0,80443.0,81199.0,UTR4,294.0
1505,5.0,80149.0,79531.0,CYC7,294.0
1506,5.0,78037.0,79594.0,UTR2,452.0
1507,5.0,75665.0,77585.0,YEF1,194.0
1508,5.0,73615.0,75471.0,GDA1,175.0
1509,5.0,70441.0,73440.0,YEL043W,70.0
1510,5.0,69751.0,70371.0,IES6,700.0
1512,5.0,68894.0,67043.0,GLY1,700.0
1513,5.0,66821.0,65397.0,FRD1,222.0
1514,5.0,65178.0,64168.0,TCA17,219.0
1515,5.0,63373.0,64244.0,PAU2,700.0
1516,5.0,60902.0,59499.0,RML2,700.0
1517,5.0,58331.0,59261.0,VMA8,162.0
1518,5.0,56536.0,58169.0,AFG1,351.0
1519,5.0,56185.0,53818.0,MAK10,351.0
1520,5.0,53245.0,52603.0,RPL12A,573.0
1521,5.0,51594.0,48399.0,POL5,700.0
1522,5.0,47105.0,48457.0,HAT2,700.0
1523,5.0,45853.0,44901.0,SDD1,700.0
1524,5.0,43226.0,44999.0,PCM1,549.0
1525,5.0,42462.0,45163.0,HHY1,118.0
1526,5.0,42008.0,39805.0,PRB1,336.0
1527,5.0,39661.0,36317.0,CIN8,144.0
1528,5.0,34394.0,36393.0,NPR2,697.0
1529,5.0,33697.0,31403.0,CAN1,697.0
1530,5.0,31272.0,29492.0,AVT2,131.0
1531,5.0,27626.0,29618.0,SIT1,343.0
1532,5.0,26644.0,27283.0,HPA3,639.0
1533,5.0,26933.0,25989.0,YEL067C,350.0
1534,5.0,26005.0,25494.0,YEL068C,639.0
1537,5.0,16319.0,17950.0,DLD3,700.0
1538,5.0,13590.0,14724.0,RMD6,700.0
1544,5.0,153471.0,155912.0,MNN1,700.0
1545,5.0,156754.0,157592.0,NOP16,700.0
1546,5.0,159149.0,157506.0,PMI40,423.0
1547,5.0,159572.0,160536.0,FMP52,423.0
1548,5.0,160505.0,162561.0,YND1,700.0
1549,5.0,162684.0,164345.0,NUG1,123.0
1550,5.0,164506.0,166227.0,PAC2,161.0
1551,5.0,171886.0,167734.0,SEC3,193.0
1552,5.0,172079.0,172662.0,NTF2,193.0
1553,5.0,173361.0,172541.0,YER010C,700.0
1554,5.0,175194.0,176144.0,TIR1,700.0
1555,5.0,177764.0,178560.0,PRE1,700.0
1556,5.0,178818.0,182274.0,PRP22,258.0
1557,5.0,182546.0,184334.0,HEM14,272.0
1558,5.0,184519.0,187028.0,FAA2,185.0
1559,5.0,188257.0,189424.0,BIM1,700.0
1560,5.0,191884.0,189340.0,AFG3,533.0
1561,5.0,192679.0,191881.0,SPC25,700.0
1562,5.0,192417.0,194311.0,ISC1,533.0
1563,5.0,195101.0,196688.0,GPA2,510.0
1564,5.0,196917.0,198645.0,RPN3,229.0
1565,5.0,198784.0,200974.0,SRB4,139.0
1566,5.0,201048.0,202005.0,PRO3,74.0
1567,5.0,202162.0,205026.0,YAT2,157.0
1568,5.0,205197.0,207094.0,GCD11,171.0
1569,5.0,208505.0,207515.0,CHO1,237.0
1570,5.0,210315.0,208742.0,GAL83,321.0
1571,5.0,211941.0,210636.0,MIG3,542.0
1572,5.0,213243.0,212483.0,SMB1,181.0
1573,5.0,213424.0,214018.0,CHZ1,181.0
1574,5.0,214782.0,213928.0,YPT31,222.0
1575,5.0,215004.0,217951.0,FIR1,222.0
1576,5.0,221502.0,217998.0,ZRG8,326.0
1577,5.0,221828.0,222652.0,YER034W,326.0
1578,5.0,222564.0,223217.0,EDC2,700.0
1579,5.0,225229.0,223261.0,ARB1,639.0
1580,5.0,225868.0,227074.0,PHM8,639.0
1581,5.0,228262.0,226100.0,KRE29,86.0
1582,5.0,229498.0,228348.0,HVG1,215.0
1583,5.0,229713.0,232247.0,GLN3,215.0
1584,5.0,232400.0,234908.0,YEN1,153.0
1585,5.0,234909.0,235558.0,MXR1,1.0
1586,5.0,237143.0,235535.0,SAH1,302.0
1587,5.0,238063.0,237445.0,ERG28,79.0
1588,5.0,241717.0,239901.0,ACA1,700.0
1589,5.0,243077.0,243665.0,SPO73,700.0
1590,5.0,246702.0,243822.0,SAP1,159.0
1591,5.0,248234.0,246861.0,CAJ1,700.0
1592,5.0,251646.0,253754.0,TPA1,312.0
1593,5.0,254434.0,253849.0,RSM18,208.0
1594,5.0,254642.0,256233.0,JHD1,208.0
1595,5.0,258038.0,256263.0,HOM3,556.0
1596,5.0,259737.0,258594.0,PIC2,700.0
1597,5.0,264142.0,262022.0,GIP2,666.0
1598,5.0,265824.0,264808.0,HIS1,567.0
1599,5.0,268200.0,266391.0,FCY2,700.0
1600,5.0,271169.0,270647.0,HMF1,567.0
1601,5.0,271736.0,272207.0,PET117,567.0
1602,5.0,272442.0,273958.0,PCL6,235.0
1603,5.0,274438.0,276283.0,FCY21,480.0
1604,5.0,279666.0,278236.0,CEM1,89.0
1605,5.0,280810.0,279755.0,GPP2,700.0
1606,5.0,281649.0,282518.0,THO1,700.0
1607,5.0,284306.0,282449.0,VHR2,700.0
1608,5.0,287235.0,285119.0,ICL1,700.0
1609,5.0,289350.0,290978.0,RRT13,700.0
1610,5.0,291988.0,292641.0,RGI1,700.0
1611,5.0,292967.0,294924.0,MOT2,326.0
1612,5.0,295346.0,298128.0,ARG56,422.0
1613,5.0,298911.0,301822.0,RNR1,700.0
1614,5.0,302336.0,301719.0,TDA2,452.0
1615,5.0,302788.0,303340.0,VTC1,452.0
1616,5.0,303952.0,305865.0,ALD5,612.0
1617,5.0,306297.0,307301.0,RPS24A,432.0
1618,5.0,311361.0,308294.0,PTP3,700.0
1619,5.0,313638.0,312439.0,YER076C,700.0
1620,5.0,316561.0,314497.0,MRX1,162.0
1621,5.0,318541.0,316723.0,ICP55,300.0
1622,5.0,318841.0,319678.0,YER079W,300.0
1623,5.0,319935.0,321945.0,AIM9,257.0
1624,5.0,322658.0,324278.0,SER3,700.0
1625,5.0,325990.0,324180.0,UTP7,141.0
1626,5.0,327049.0,326131.0,GET2,451.0
1628,5.0,328218.0,327500.0,YER085C,195.0
1629,5.0,328413.0,330346.0,ILV1,195.0
1630,5.0,330538.0,332465.0,AIM10,192.0
1631,5.0,335277.0,333032.0,DOT6,596.0
1632,5.0,337657.0,335873.0,PTC2,228.0
1633,5.0,337885.0,339576.0,TRP2,228.0
1634,5.0,342237.0,339639.0,MET6,609.0
1635,5.0,342846.0,343487.0,IES5,609.0
1636,5.0,347672.0,343262.0,TSC11,161.0
1637,5.0,349436.0,348575.0,PUP3,498.0
1638,5.0,349934.0,351414.0,RAD51,498.0
1639,5.0,351581.0,353229.0,SHC1,167.0
1641,5.0,355284.0,358146.0,UBP9,700.0
1642,5.0,359092.0,358031.0,PRS2,376.0
1643,5.0,359468.0,360406.0,UBC6,376.0
1644,5.0,361847.0,360378.0,AST2,700.0
1645,5.0,363093.0,363766.0,RPS8B,700.0
1646,5.0,364402.0,366645.0,SSA4,636.0
1647,5.0,366784.0,367808.0,RTT105,139.0
1648,5.0,372034.0,367714.0,NUP157,700.0
1650,5.0,374732.0,373339.0,GLE2,149.0
1651,5.0,377793.0,374881.0,FLO8,700.0
1652,5.0,382215.0,378610.0,KAP123,298.0
1653,5.0,386193.0,382513.0,SWI4,700.0
1654,5.0,387144.0,387888.0,LSM4,700.0
1655,5.0,390140.0,387786.0,TMN3,149.0
1656,5.0,394025.0,390289.0,BOI2,155.0
1657,5.0,395088.0,394180.0,SPR6,700.0
1658,5.0,396272.0,394533.0,SLX8,477.0
1659,5.0,396749.0,397721.0,RPL23B,477.0
1660,5.0,399245.0,397773.0,SHO1,153.0
1661,5.0,400868.0,399398.0,AVT6,233.0
1662,5.0,401101.0,401971.0,SCS2,233.0
1663,5.0,402197.0,402837.0,YER121W,226.0
1664,5.0,404425.0,402731.0,GLO3,200.0
1665,5.0,404625.0,406780.0,YCK3,200.0
1666,5.0,409099.0,407001.0,DSE1,597.0
1667,5.0,409696.0,413011.0,RSP5,597.0
1668,5.0,414206.0,413226.0,NSA2,258.0
1669,5.0,414464.0,415673.0,LCP5,258.0
1670,5.0,415854.0,416611.0,VFA1,181.0
1671,5.0,416773.0,420989.0,SAK1,162.0
1672,5.0,422513.0,420900.0,COM2,700.0
1673,5.0,423536.0,424431.0,RPS26B,700.0
1674,5.0,430897.0,425033.0,PMD1,700.0
1675,5.0,432426.0,434396.0,GLC7,700.0
1676,5.0,437843.0,437022.0,YER134C,700.0
1678,5.0,439521.0,441295.0,GDI1,700.0
1679,5.0,441839.0,441212.0,YER137C,527.0
1681,5.0,451354.0,449837.0,RTR1,167.0
1682,5.0,451521.0,453461.0,EMP65,167.0
1683,5.0,453414.0,455158.0,COX15,700.0
1684,5.0,456060.0,455059.0,MAG1,219.0
1685,5.0,456279.0,457789.0,DDI1,219.0
1686,5.0,460232.0,457689.0,UBP5,166.0
1687,5.0,461761.0,460398.0,FTR1,700.0
1688,5.0,462544.0,462951.0,LSM5,700.0
1689,5.0,464908.0,462965.0,SCC4,202.0
1690,5.0,465110.0,466214.0,SPT15,202.0
1691,5.0,467527.0,466130.0,PEA2,700.0
1692,5.0,468335.0,468981.0,SPI1,700.0
1693,5.0,472498.0,469617.0,UBP3,107.0
1694,5.0,474046.0,472605.0,YER152C,700.0
1695,5.0,474813.0,472605.0,PET122,187.0
1696,5.0,475000.0,476293.0,OXA1,187.0
1697,5.0,483122.0,476210.0,BEM2,90.0
1698,5.0,484357.0,483212.0,YER156C,411.0
1699,5.0,484768.0,487232.0,COG3,411.0
1700,5.0,490858.0,488724.0,YER158C,540.0
1701,5.0,492141.0,491398.0,BUR6,700.0
1703,5.0,500395.0,499076.0,SPT2,127.0
1704,5.0,502929.0,500522.0,RAD4,53.0
1705,5.0,503790.0,502982.0,GCG1,700.0
1706,5.0,505094.0,509894.0,CHD1,700.0
1707,5.0,510231.0,512232.0,PAB1,337.0
1708,5.0,512382.0,517549.0,DNF1,150.0
1709,5.0,517926.0,520781.0,BCK2,377.0
1710,5.0,522706.0,520963.0,CCA1,428.0
1711,5.0,523134.0,525965.0,RPH1,428.0
1712,5.0,525925.0,526999.0,ADK2,700.0
1713,5.0,526969.0,529517.0,RAD3,700.0
1714,5.0,536090.0,529410.0,BRR2,196.0
1715,5.0,536286.0,538342.0,RAD24,196.0
1716,5.0,539297.0,538324.0,GRX4,197.0
1717,5.0,540382.0,539242.0,TMT1,700.0
1718,5.0,541648.0,545169.0,ECM32,73.0
1719,5.0,545568.0,546444.0,BMH1,399.0
1720,5.0,546789.0,548213.0,PDA1,345.0
1721,5.0,548822.0,549446.0,DMC1,609.0
1722,5.0,551146.0,549667.0,ISC10,2.0
1723,5.0,552408.0,551422.0,YER181C,82.0
1724,5.0,552490.0,553357.0,FMP10,82.0
1725,5.0,553970.0,553242.0,FAU1,700.0
1726,5.0,559058.0,555866.0,TOG1,252.0
1727,5.0,559310.0,560406.0,PUG1,252.0
1728,5.0,562810.0,561481.0,YER186C,700.0
1729,5.0,565559.0,566811.0,YER187W,700.0
1730,5.0,567896.0,568989.0,YER188W,700.0
1733,6.0,147094.0,148493.0,DEG1,144.0
1734,6.0,146950.0,144981.0,SPB4,144.0
1735,6.0,135842.0,134554.0,MSH4,700.0
1736,6.0,131720.0,134370.0,VTC2,522.0
1737,6.0,130197.0,131198.0,SEC4,207.0
1739,6.0,123350.0,129990.0,BLM10,141.0
1740,6.0,119388.0,123209.0,SMC1,700.0
1741,6.0,115953.0,118569.0,CDC4,181.0
1742,6.0,115772.0,114946.0,WWM1,181.0
1744,6.0,110586.0,111252.0,YFL012W,623.0
1745,6.0,109963.0,107786.0,IES1,623.0
1746,6.0,107197.0,107770.0,HSP12,700.0
1748,6.0,106317.0,104598.0,MDJ1,700.0
1749,6.0,104476.0,103907.0,GNA1,122.0
1750,6.0,103206.0,101564.0,LPD1,472.0
1752,6.0,99714.0,99116.0,PAU5,700.0
1753,6.0,95928.0,97505.0,GAT1,700.0
1754,6.0,95056.0,93385.0,FRS2,700.0
1755,6.0,90979.0,93465.0,BUD27,228.0
1756,6.0,90751.0,87471.0,EPL1,228.0
1757,6.0,87297.0,83992.0,BST1,174.0
1758,6.0,82081.0,84086.0,STE2,154.0
1759,6.0,81927.0,80332.0,GYP8,154.0
1760,6.0,80235.0,79270.0,CAF16,97.0
1761,6.0,79215.0,77991.0,CAK1,55.0
1762,6.0,76731.0,78003.0,AGX1,170.0
1763,6.0,75113.0,76561.0,HAC1,466.0
1765,6.0,74647.0,68927.0,RIM15,466.0
1766,6.0,65307.0,68810.0,MIL1,333.0
1767,6.0,58546.0,62842.0,RPO41,612.0
1768,6.0,56271.0,57934.0,TUB2,250.0
1769,6.0,56021.0,55256.0,YPT1,250.0
1770,6.0,54816.0,53128.0,ACT1,440.0
1772,6.0,49117.0,51182.0,FET5,131.0
1773,6.0,47768.0,45630.0,LAM5,122.0
1775,6.0,45579.0,43497.0,OTU1,51.0
1776,6.0,44467.0,43470.0,SEC53,700.0
1777,6.0,42792.0,43590.0,FMP32,154.0
1778,6.0,40413.0,42638.0,RGD2,211.0
1779,6.0,40202.0,38727.0,EMP47,211.0
1780,6.0,36772.0,38825.0,SWP82,141.0
1781,6.0,36631.0,32987.0,ALR2,141.0
1783,6.0,28207.0,30237.0,ZNF1,700.0
1785,6.0,22852.0,20782.0,AQY3,700.0
1786,6.0,16681.0,19921.0,AGP3,564.0
1787,6.0,16117.0,14192.0,AAD6,564.0
1788,6.0,16117.0,14192.0,AAD16,564.0
1800,6.0,149078.0,149799.0,LOC1,585.0
1801,6.0,150000.0,152628.0,NIC96,201.0
1802,6.0,153179.0,152493.0,YPI1,168.0
1803,6.0,153347.0,154407.0,RPN11,168.0
1804,6.0,155893.0,154312.0,SAD1,227.0
1805,6.0,156120.0,157841.0,YFR006W,227.0
1806,6.0,159279.0,160426.0,YFH7,700.0
1807,6.0,160492.0,161547.0,FAR7,66.0
1808,6.0,162431.0,164813.0,GCN20,700.0
1809,6.0,164999.0,166659.0,UBP6,186.0
1810,6.0,167290.0,166585.0,MIC19,687.0
1812,6.0,169866.0,172427.0,IOC3,323.0
1813,6.0,173927.0,172323.0,CMK1,199.0
1814,6.0,176479.0,174126.0,GSY1,520.0
1815,6.0,180780.0,176999.0,AIP5,700.0
1816,6.0,182974.0,182158.0,IGD1,700.0
1817,6.0,184275.0,182970.0,YFR018C,218.0
1818,6.0,184493.0,191397.0,FAB1,218.0
1819,6.0,192268.0,193542.0,CSS2,700.0
1820,6.0,194718.0,196421.0,ATG18,700.0
1821,6.0,196546.0,199146.0,ROG3,125.0
1822,6.0,200293.0,201485.0,PES4,700.0
1824,6.0,204774.0,203656.0,HIS2,700.0
1825,6.0,207241.0,205669.0,ULI1,194.0
1826,6.0,207435.0,208426.0,ECO1,194.0
1827,6.0,210126.0,208338.0,CDC14,700.0
1828,6.0,210873.0,213045.0,PTR3,700.0
1829,6.0,213226.0,216473.0,MET10,181.0
1830,6.0,220145.0,216537.0,SMC2,292.0
1832,6.0,224875.0,224183.0,QCR6,700.0
1833,6.0,225985.0,224185.0,PHO4,8.0
1834,6.0,226465.0,225993.0,YFR035C,134.0
1835,6.0,226941.0,227463.0,CDC26,342.0
1836,6.0,229216.0,227395.0,RSC8,146.0
1837,6.0,229362.0,232029.0,IRC5,146.0
1838,6.0,233673.0,231945.0,OSW7,269.0
1839,6.0,233942.0,237334.0,SAP155,269.0
1840,6.0,238278.0,237245.0,ERJ5,135.0
1841,6.0,238413.0,239152.0,KEG1,135.0
1842,6.0,239858.0,239059.0,IRC6,65.0
1843,6.0,241455.0,239923.0,DUG1,479.0
1844,6.0,241934.0,243062.0,YFR045W,479.0
1845,6.0,244160.0,243007.0,CNN1,38.0
1846,6.0,245192.0,244198.0,BNA6,700.0
1847,6.0,246094.0,248177.0,RMD8,700.0
1848,6.0,248361.0,249012.0,YMR31,184.0
1849,6.0,249919.0,248928.0,PRE4,167.0
1850,6.0,251828.0,250086.0,RET2,650.0
1851,6.0,252478.0,253390.0,RPN12,650.0
1852,6.0,255153.0,253441.0,HXK1,700.0
1854,6.0,264170.0,265704.0,IRC7,700.0
1857,7.0,496566.0,495330.0,ERG26,490.0
1858,7.0,494492.0,495338.0,ERP6,215.0
1859,7.0,494277.0,492285.0,CDH1,215.0
1860,7.0,491960.0,490659.0,RPN14,325.0
1861,7.0,490576.0,489487.0,COG7,83.0
1863,7.0,483223.0,483969.0,BRP1,321.0
1864,7.0,482902.0,479418.0,PMA1,321.0
1865,7.0,478723.0,476152.0,LEU1,695.0
1866,7.0,475488.0,476249.0,MPO1,216.0
1867,7.0,475272.0,474362.0,SCL1,216.0
1868,7.0,472818.0,474372.0,ERG4,376.0
1869,7.0,472442.0,469074.0,PDR1,376.0
1870,7.0,465720.0,468896.0,PUF4,626.0
1872,7.0,461610.0,465094.0,KAP122,170.0
1873,7.0,459834.0,461440.0,ATE1,135.0
1874,7.0,459699.0,458974.0,JAC1,135.0
1875,7.0,458080.0,459096.0,CKB1,150.0
1876,7.0,457930.0,457084.0,GET1,150.0
1877,7.0,454830.0,457110.0,ALK1,188.0
1878,7.0,452339.0,454642.0,STT3,194.0
1879,7.0,452145.0,450069.0,PIB2,194.0
1881,7.0,449994.0,448706.0,PGD1,75.0
1882,7.0,448553.0,446330.0,TRP5,153.0
1883,7.0,446156.0,443550.0,CWH41,174.0
1884,7.0,443076.0,440982.0,SCW11,474.0
1885,7.0,440021.0,440605.0,CGR1,282.0
1886,7.0,439033.0,439739.0,RPL30,595.0
1887,7.0,438438.0,437355.0,RPL24A,595.0
1888,7.0,436969.0,436470.0,AGA2,386.0
1891,7.0,433178.0,431506.0,MIG1,700.0
1892,7.0,428526.0,431342.0,YGL036W,491.0
1893,7.0,428035.0,427154.0,PNC1,491.0
1894,7.0,426852.0,425019.0,OCH1,302.0
1895,7.0,423846.0,425125.0,YGL039W,700.0
1896,7.0,420631.0,419318.0,HEM2,700.0
1897,7.0,419246.0,418538.0,YGL041C,72.0
1899,7.0,417461.0,418638.0,DST1,199.0
1900,7.0,417262.0,415868.0,RNA15,199.0
1901,7.0,413794.0,415962.0,RIM8,700.0
1903,7.0,411469.0,412181.0,ALG13,155.0
1904,7.0,411314.0,409973.0,RPT6,155.0
1905,7.0,409774.0,406693.0,TIF4632,199.0
1906,7.0,405750.0,406794.0,TYW3,700.0
1909,7.0,402490.0,403449.0,PRM8,700.0
1910,7.0,401349.0,400572.0,ERV14,700.0
1911,7.0,398566.0,400384.0,OLE1,700.0
1912,7.0,397716.0,395956.0,SDS23,700.0
1913,7.0,395848.0,394813.0,GEP7,108.0
1914,7.0,393926.0,394722.0,RAD6,79.0
1915,7.0,392188.0,393847.0,PKP2,109.0
1916,7.0,389935.0,392079.0,YBP2,151.0
1917,7.0,389784.0,388865.0,DUO1,151.0
1918,7.0,385155.0,388873.0,PYC1,700.0
1919,7.0,383460.0,385163.0,PUS2,248.0
1920,7.0,383212.0,381468.0,MRH4,248.0
1921,7.0,381316.0,379704.0,ALG2,152.0
1922,7.0,377418.0,379853.0,SGF73,125.0
1923,7.0,376018.0,377293.0,NPY1,237.0
1924,7.0,375040.0,375781.0,MNP1,188.0
1926,7.0,374852.0,374139.0,RPB9,188.0
1927,7.0,371554.0,374229.0,AFT1,243.0
1929,7.0,368677.0,371311.0,HSF1,279.0
1931,7.0,368398.0,366689.0,MPS2,279.0
1932,7.0,366018.0,364226.0,RPL7A,671.0
1933,7.0,364053.0,362141.0,HNM1,173.0
1934,7.0,361929.0,360097.0,DBP3,212.0
1935,7.0,359411.0,360198.0,KXD1,122.0
1936,7.0,358600.0,359289.0,MPC1,700.0
1937,7.0,357277.0,358628.0,YGL081W,168.0
1938,7.0,355737.0,357109.0,YGL082W,123.0
1939,7.0,352990.0,355614.0,SCY1,640.0
1940,7.0,352350.0,350511.0,GUP1,640.0
1941,7.0,349575.0,350613.0,LCL3,135.0
1942,7.0,347168.0,349440.0,MAD1,228.0
1943,7.0,346940.0,346291.0,MMS2,228.0
1945,7.0,344964.0,344804.0,MF(ALPHA)2,295.0
1946,7.0,343287.0,345259.0,LIF1,197.0
1947,7.0,343090.0,341905.0,NBP35,197.0
1948,7.0,337808.0,341912.0,NUP145,131.0
1949,7.0,334815.0,337677.0,SPC105,155.0
1950,7.0,334660.0,330972.0,PAN2,155.0
1951,7.0,330674.0,328782.0,VPS45,298.0
1952,7.0,325255.0,326269.0,TOS8,700.0
1953,7.0,321735.0,323338.0,SRM1,700.0
1954,7.0,317292.0,319046.0,USE1,689.0
1955,7.0,314602.0,316603.0,LSG1,231.0
1956,7.0,313206.0,314371.0,SEH1,119.0
1957,7.0,312165.0,313087.0,YGK1,152.0
1959,7.0,310951.0,312013.0,RPL28,700.0
1960,7.0,310178.0,308580.0,VPS73,700.0
1961,7.0,307414.0,308667.0,ARC1,270.0
1962,7.0,306538.0,307144.0,MLC1,248.0
1963,7.0,306290.0,304219.0,RMD9,248.0
1964,7.0,304106.0,303444.0,YGL108C,113.0
1966,7.0,303424.0,301441.0,CUE3,20.0
1967,7.0,299934.0,301538.0,NSA1,170.0
1968,7.0,299764.0,298048.0,TAF6,170.0
1969,7.0,295902.0,298186.0,SLD3,202.0
1970,7.0,293218.0,295700.0,YGL114W,131.0
1971,7.0,291912.0,293087.0,SNF4,173.0
1972,7.0,289663.0,291739.0,CDC20,268.0
1973,7.0,288432.0,289395.0,YGL117W,700.0
1975,7.0,284390.0,286047.0,COQ8,414.0
1976,7.0,283976.0,281621.0,PRP43,414.0
1977,7.0,281262.0,280631.0,GPG1,359.0
1978,7.0,280532.0,278712.0,NAB2,99.0
1979,7.0,277566.0,278470.0,RPS2,700.0
1980,7.0,276745.0,274769.0,MON1,700.0
1981,7.0,272381.0,274601.0,MET13,104.0
1982,7.0,270933.0,272277.0,SCS3,114.0
1983,7.0,270819.0,270245.0,SOH1,114.0
1984,7.0,270150.0,269128.0,CWC23,95.0
1985,7.0,269146.0,267574.0,RSM23,700.0
1986,7.0,266099.0,267671.0,CEG1,169.0
1987,7.0,265930.0,260322.0,SNT2,169.0
1990,7.0,255566.0,257043.0,PCL10,175.0
1991,7.0,254577.0,255391.0,RPL1B,694.0
1992,7.0,253883.0,252771.0,MRM2,694.0
1993,7.0,249845.0,252884.0,SEC27,700.0
1995,7.0,245402.0,248440.0,FLC3,208.0
1996,7.0,245194.0,241114.0,YGL140C,208.0
1997,7.0,238313.0,241205.0,HUL5,140.0
1998,7.0,238173.0,236129.0,GPI10,140.0
1999,7.0,235989.0,234586.0,MRF1,140.0
2000,7.0,234549.0,232377.0,ROG1,37.0
2001,7.0,230187.0,232464.0,TIP20,460.0
2002,7.0,229727.0,227626.0,RRT6,460.0
2003,7.0,228346.0,227651.0,RPL9A,700.0
2004,7.0,226367.0,227617.0,ARO2,109.0
2006,7.0,226258.0,220922.0,INO80,109.0
2007,7.0,217479.0,221013.0,NUT1,143.0
2009,7.0,216248.0,217336.0,PEX14,136.0
2010,7.0,216112.0,215210.0,LYS5,136.0
2011,7.0,213977.0,215589.0,CDC43,179.0
2012,7.0,210334.0,213798.0,AMS1,193.0
2013,7.0,208957.0,210141.0,ARI1,261.0
2014,7.0,206645.0,208696.0,RCK1,700.0
2015,7.0,202714.0,203942.0,YGL159W,307.0
2016,7.0,200448.0,202407.0,AIM14,225.0
2017,7.0,200223.0,199059.0,YIP5,225.0
2018,7.0,197991.0,199175.0,SUT1,700.0
2019,7.0,196525.0,193572.0,RAD54,700.0
2020,7.0,193320.0,191892.0,YRB30,252.0
2022,7.0,191108.0,191958.0,CUP2,264.0
2023,7.0,190844.0,187440.0,PMR1,264.0
2025,7.0,186000.0,187543.0,SUA5,700.0
2027,7.0,182362.0,184174.0,ROK1,145.0
2028,7.0,180668.0,182217.0,NUP49,155.0
2029,7.0,180513.0,175305.0,XRN1,155.0
2030,7.0,174528.0,175509.0,BUD13,183.0
2031,7.0,174345.0,173193.0,SAE2,183.0
2032,7.0,173124.0,171312.0,YGL176C,69.0
2035,7.0,165181.0,163350.0,TOS3,700.0
2036,7.0,159502.0,163108.0,ATG1,298.0
2037,7.0,157855.0,159204.0,GTS1,700.0
2040,7.0,156449.0,154657.0,STR3,700.0
2041,7.0,154315.0,153087.0,YGL185C,342.0
2042,7.0,152809.0,150995.0,TPN1,278.0
2043,7.0,150634.0,149421.0,COX4,361.0
2045,7.0,148611.0,148160.0,RPS26A,386.0
2046,7.0,147934.0,145599.0,CDC55,226.0
2047,7.0,144764.0,145441.0,COX13,275.0
2048,7.0,142178.0,144085.0,IME4,193.0
2049,7.0,144489.0,141985.0,YGL193C,275.0
2050,7.0,141793.0,140393.0,HOS2,192.0
2051,7.0,131493.0,139613.0,GCN1,214.0
2052,7.0,129818.0,131279.0,DSD1,84.0
2053,7.0,124366.0,129734.0,MDS3,27.0
2054,7.0,123584.0,124339.0,YIP4,235.0
2056,7.0,123349.0,122582.0,EMP24,235.0
2057,7.0,120974.0,117669.0,MCM6,700.0
2058,7.0,115936.0,117654.0,ARO8,700.0
2059,7.0,114741.0,112407.0,KEX1,700.0
2060,7.0,112121.0,111198.0,YGL204C,286.0
2061,7.0,107975.0,110591.0,POX1,356.0
2062,7.0,107619.0,102283.0,CHC1,356.0
2063,7.0,98876.0,102212.0,SPT16,162.0
2064,7.0,97320.0,98714.0,SIP2,199.0
2065,7.0,95811.0,97121.0,MIG2,700.0
2066,7.0,93760.0,94566.0,YPT32,59.0
2067,7.0,92489.0,93701.0,NCS6,700.0
2068,7.0,91407.0,93668.0,VAM7,143.0
2069,7.0,91264.0,89954.0,SKI8,143.0
2071,7.0,87509.0,89733.0,CLG1,160.0
2072,7.0,84618.0,87349.0,KIP3,334.0
2075,7.0,84284.0,82794.0,MDM34,334.0
2076,7.0,81432.0,82918.0,BOL2,103.0
2077,7.0,82311.0,81329.0,NIF3,483.0
2078,7.0,81231.0,80791.0,EDC1,98.0
2079,7.0,80399.0,79095.0,COG1,392.0
2080,7.0,78956.0,77943.0,SDT1,139.0
2081,7.0,76853.0,78028.0,VRG4,700.0
2082,7.0,73198.0,72602.0,OST5,137.0
2083,7.0,73335.0,73792.0,MTC3,137.0
2084,7.0,69629.0,72736.0,VID30,146.0
2085,7.0,67555.0,69483.0,SHE10,367.0
2086,7.0,67188.0,64319.0,SAP4,367.0
2087,7.0,64382.0,63814.0,YGL230C,700.0
2088,7.0,63631.0,62975.0,EMC4,183.0
2089,7.0,62053.0,63071.0,TAN1,134.0
2090,7.0,59076.0,61919.0,SEC15,82.0
2091,7.0,56448.0,58994.0,"ADE5,7",636.0
2093,7.0,55812.0,53717.0,MTO1,636.0
2094,7.0,53612.0,52595.0,HAP2,105.0
2095,7.0,49541.0,52539.0,CSE1,700.0
2097,7.0,48577.0,50211.0,DOC1,16.0
2098,7.0,45428.0,48561.0,KAP114,176.0
2099,7.0,45252.0,44503.0,YGL242C,176.0
2100,7.0,43273.0,44593.0,TAD1,7.0
2101,7.0,41423.0,43266.0,RTF1,214.0
2102,7.0,39008.0,41209.0,GUS1,199.0
2103,7.0,38809.0,37469.0,RAI1,199.0
2104,7.0,36913.0,37623.0,BRR6,86.0
2105,7.0,35524.0,36827.0,PDE1,187.0
2106,7.0,33969.0,35337.0,ZIP2,700.0
2107,7.0,31906.0,32843.0,RMR1,700.0
2108,7.0,30269.0,27749.0,HFM1,700.0
2109,7.0,27522.0,25628.0,RTG2,227.0
2110,7.0,23888.0,25587.0,HXK2,700.0
2111,7.0,22287.0,23951.0,FZF1,83.0
2112,7.0,20933.0,22204.0,ZRT1,700.0
2113,7.0,14657.0,16490.0,ADH4,391.0
2114,7.0,14266.0,12363.0,MNT2,391.0
2115,7.0,10443.0,12004.0,VEL1,366.0
2116,7.0,8215.0,10077.0,YPS5,700.0
